gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
NOT_IN_CURRENT_CARVEME	EHJ94043.1	U32 family peptidase	A0A265DZ15	UNKNOWN	U32 family peptidase	MISSING	MISSING			MBB3332652.1	YES	78.4	99.6	95.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94044.1	EamA/RhaT family transporter	A0ABX4GCQ1	UNKNOWN	EamA/RhaT family transporter	MISSING	MISSING			MBB3329624.1	YES	83.6	96.6	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94045_1	EHJ94045.1	D-alanyl-D-alanine carboxypeptidase	A0A265DZE4	UNKNOWN	D-alanyl-D-alanine carboxypeptidase	MISSING	MISSING			MBB3329625.1	YES	53.9	96.0	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94046.1	50S ribosomal protein L17	UNMAPPED	UNKNOWN	50S ribosomal protein L17	MISSING	MISSING			MBB3331868.1	YES	91.9	85.4	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94047.1	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	A0A265DZ11	UNKNOWN	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates..	2.7.7.6	MISSING			MBB3331869.1	YES	96.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94048.1	30S ribosomal protein S4	UNMAPPED	UNKNOWN	30S ribosomal protein S4	MISSING	MISSING			MBB3331870.1	YES	94.0	88.3	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94049.1	Small ribosomal subunit protein uS11	A0A265DZ17	UNKNOWN	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome..	MISSING	MISSING			MBB3331871.1	YES	97.7	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94050.1	Small ribosomal subunit protein uS13	A0A265DZB3	UNKNOWN	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites..	MISSING	MISSING			MBB3331872.1	YES	92.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94051.1	Protein translocase subunit SecY	A0ABX4G9X1	UNKNOWN	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently..	MISSING	MISSING			MBB3331874.1	YES	93.5	100.0	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94052.1	50S ribosomal protein L15	UNMAPPED	UNKNOWN	50S ribosomal protein L15	MISSING	MISSING			MBB3331875.1	YES	84.4	62.5	100.0			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94053.1	50S ribosomal protein L30	UNMAPPED	UNKNOWN	50S ribosomal protein L30	MISSING	MISSING			MBB3331876.1	YES	94.6	61.7	100.0			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94054.1	Small ribosomal subunit protein uS5	A0A265DYZ9	UNKNOWN	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body..; FUNCTION: With S4 and S12 plays an important role in translational accuracy..	MISSING	MISSING			MBB3331877.1	YES	97.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94055.1	50S ribosomal protein L18	UNMAPPED	UNKNOWN	50S ribosomal protein L18	MISSING	MISSING			MBB3331878.1	YES	96.8	80.2	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94056.1	Large ribosomal subunit protein uL6	A0A265DZ01	UNKNOWN	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center..	MISSING	MISSING			MBB3331879.1	YES	88.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94057.1	Small ribosomal subunit protein uS8	A0A265DZW5	UNKNOWN	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit..	MISSING	MISSING			MBB3331880.1	YES	91.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94058.1	Small ribosomal subunit protein uS14	A0ABX4GA35	UNKNOWN	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site..	MISSING	MISSING			MBB3331881.1	YES	91.7	95.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94059.1	Large ribosomal subunit protein uL5	A0A265DZA2	UNKNOWN	This is 1 of the proteins that bind and probably mediate the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs..	MISSING	MISSING			MBB3331882.1	YES	94.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94060.1	Large ribosomal subunit protein uL24	A0A265DZ27	UNKNOWN	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit..; FUNCTION: One of two assembly initiator proteins, it binds directly to the 5'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit..	MISSING	MISSING			MBB3331883.1	YES	94.3	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94061.1	Large ribosomal subunit protein uL14	A0ABX4G9U1	UNKNOWN	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome..	MISSING	MISSING			MBB3331884.1	YES	99.1	95.1	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94062.1	Small ribosomal subunit protein uS17	A0A265DYY3	UNKNOWN	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA..	MISSING	MISSING			MBB3331885.1	YES	93.0	96.6	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94063.1	Large ribosomal subunit protein uL29	A0A265DYZ4	UNKNOWN	Large ribosomal subunit protein uL29	MISSING	MISSING			MBB3331886.1	YES	93.7	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94064.1	Large ribosomal subunit protein uL16	A0A265DYY9	UNKNOWN	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs..	MISSING	MISSING			MBB3331887.1	YES	97.8	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94065.1	Small ribosomal subunit protein uS3	A0A265DZ51	UNKNOWN	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation..	MISSING	MISSING			MBB3331888.1	YES	90.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94066.1	Large ribosomal subunit protein uL22	A0A265DYZ3	UNKNOWN	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome..; FUNCTION: This protein binds specifically to 23S rRNA; its binding is stimulated by other ribosomal proteins, e.g., L4, L17, and L20. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome..	MISSING	MISSING			MBB3331889.1	YES	99.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94067.1	Large ribosomal subunit protein uL2	A0A265DYZ6	UNKNOWN	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome..	MISSING	MISSING			MBB3331891.1	YES	92.6	98.9	98.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94068.1	50S ribosomal protein L23	UNMAPPED	UNKNOWN	50S ribosomal protein L23	MISSING	MISSING			MBB3331892.1	YES	89.3	85.7	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94069.1	Large ribosomal subunit protein uL4	A0A265DZ19	UNKNOWN	Forms part of the polypeptide exit tunnel..; FUNCTION: One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome..	MISSING	MISSING			MBB3331893.1	YES	92.0	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94070.1	Large ribosomal subunit protein uL3	A0A265DYX0	UNKNOWN	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit..	MISSING	MISSING			MBB3331894.1	YES	91.0	100.0	94.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94071.1	Small ribosomal subunit protein uS10	A0A265DYX2	UNKNOWN	Involved in the binding of tRNA to the ribosomes..	MISSING	MISSING			MBB3331895.1	YES	96.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ94072_1	EHJ94072.1	Elongation factor Tu (EF-Tu) (EC 3.6.5.3)	A0A265DYY4	UNKNOWN	GTP hydrolase that promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis..; FUNCTION: May play an important regulatory role in cell growth and in the bacterial response to nutrient deprivation..	3.6.5.3	MISSING			MBB3331896.1	YES	96.0	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ94073_1	EHJ94073.1	Elongation factor G (EF-G)	A0A265DYX8	UNKNOWN	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome..	MISSING	MISSING			MBB3331897.1	YES	91.9	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94074.1	30S ribosomal protein S7	UNMAPPED	UNKNOWN	30S ribosomal protein S7	MISSING	MISSING			MBB3331898.1	YES	95.4	100.0	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94075.1	30S ribosomal protein S12	UNMAPPED	UNKNOWN	30S ribosomal protein S12	MISSING	MISSING			MBB3331899.1	YES	97.6	99.2	86.6			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94076.1	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	A0A265DYX9	UNKNOWN	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates..	2.7.7.6	MISSING			MBB3331900.1	YES	92.6	99.9	99.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94077.1	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	A0A265DZU5	UNKNOWN	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates..	2.7.7.6	MISSING			MBB3331901.1	YES	91.2	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94078.1	Large ribosomal subunit protein bL12	A0A265DYY7	UNKNOWN	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation..	MISSING	MISSING			MBB3331902.1	YES	87.9	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94079.1	Large ribosomal subunit protein uL10	A0ABX4GB86	UNKNOWN	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors..	MISSING	MISSING			MBB3331903.1	YES	92.8	100.0	97.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94080.1	Large ribosomal subunit protein uL1	A0A265DZ09	UNKNOWN	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release..; FUNCTION: Protein L1 is also a translational repressor protein, it controls the translation of the L11 operon by binding to its mRNA..	MISSING	MISSING			MBB3331904.1	YES	93.9	99.1	99.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94081.1	Large ribosomal subunit protein uL11	A0A265DYV9	UNKNOWN	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors..	MISSING	MISSING			MBB3331905.1	YES	98.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94082.1	Transcription termination/antitermination protein NusG	A0A265DYW1	UNKNOWN	Participates in transcription elongation, termination and antitermination..	MISSING	MISSING			MBB3331906.1	YES	93.8	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94083.1	Protein translocase subunit SecE	A0ABX4G9R5	UNKNOWN	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation..	MISSING	MISSING			MBB3331907.1	YES	87.1	95.1	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ94084_1	EHJ94084.1	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	A0A265DYW6	UNKNOWN	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis..	2.7.1.33	MISSING			MBB3331908.1	YES	89.2	100.0	100.0			Csal_0407	type III pantothenate kinase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94085.1	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	A0A265DZ33	UNKNOWN	Acts both as a biotin--[acetyl-CoA-carboxylase] ligase and a biotin-operon repressor. In the presence of ATP, BirA activates biotin to form the BirA-biotinyl-5'-adenylate (BirA-bio-5'-AMP or holoBirA) complex. HoloBirA can either transfer the biotinyl moiety to the biotin carboxyl carrier protein (BCCP) subunit of acetyl-CoA carboxylase, or bind to the biotin operator site and inhibit transcription of the operon..	6.3.4.15	MISSING			MBB3331909.1	YES	61.8	99.7	99.7			Csal_0406	biotin--[acetyl-CoA-carboxylase] ligase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ94086_1	EHJ94086.1	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	A0A265DYW7	UNKNOWN	A 50S ribosomal subunit assembly protein with GTPase activity, required for 50S subunit assembly at low temperatures, may also play a role in translation. Binds GTP and analogs. Binds the 70S ribosome between the 30S and 50S subunits, in a similar position as ribosome-bound EF-G; it contacts a number of ribosomal proteins, both rRNAs and the A-site tRNA..	3.6.5.-	MISSING			MBB3332159.1	YES	90.8	99.8	98.5			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94087.1	Transporter	A0A265DZT4	UNKNOWN	Transporter	MISSING	MISSING			MBB3332157.1	YES	86.4	99.6	99.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ94088_1	EHJ94088.1	ABC transporter ATP-binding protein	A0A265DYX6	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3332156.1	YES	83.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94089_1	EHJ94089.1	ABC transporter ATP-binding protein	A0ABX4GCK0	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3332155.1	YES	88.1	96.6	100.0			Csal_1421	ABC transporter ATP-binding protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ94090_1	EHJ94090.1	Branched-chain amino acid ABC transporter permease	A0A265DYZ7	UNKNOWN	Branched-chain amino acid ABC transporter permease	MISSING	MISSING			MBB3332154.1	YES	86.8	100.0	100.0			Csal_1420	branched-chain amino acid ABC transporter permease	UNIPROT;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ94091_1	EHJ94091.1	Branched-chain amino acid ABC transporter permease	A0A265DYU9	UNKNOWN	Branched-chain amino acid ABC transporter permease	MISSING	MISSING			MBB3332153.1	YES	87.0	97.0	96.1			Csal_1419	branched-chain amino acid ABC transporter permease	UNIPROT;HC_RBH;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94092.1	hypothetical protein KUC_1050	UNMAPPED	UNKNOWN	hypothetical protein KUC_1050	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ94093_1	EHJ94093.1	Amino acid ABC transporter substrate-binding protein	A0A265DYV1	UNKNOWN	Amino acid ABC transporter substrate-binding protein	MISSING	MISSING			MBB3332152.1	YES	87.5	99.8	99.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94094_1	EHJ94094.1	Phospholipase D family protein	A0A265DYW4	UNKNOWN	Phospholipase D family protein	MISSING	MISSING			MBB3331845.1	YES	53.5	97.0	98.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94095.1	Uncharacterized protein	A0A265DYV5	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3331846.1	YES	76.6	98.7	98.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94096_1	EHJ94096.1	Redoxin	A0A265DZ23	UNKNOWN	Redoxin	MISSING	MISSING			MBB3331847.1	YES	66.0	98.9	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94097.1	RNA polymerase-associated protein RapA (EC 3.6.4.-)	A0A265DYV7	UNKNOWN	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair..	3.6.4.-	MISSING			MBB3331848.1	YES	77.6	99.5	99.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94098.1	Epimerase	A0A265DZS4	UNKNOWN	Epimerase	MISSING	MISSING			MBB3331849.1	YES	69.3	99.7	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94099.1	Amine oxidase	A0A265DYW5	UNKNOWN	Amine oxidase	MISSING	MISSING			MBB3331850.1	YES	53.5	96.8	95.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94100.1	Helix-turn-helix-type transcriptional regulator	A0ABX4GAJ9	UNKNOWN	Helix-turn-helix-type transcriptional regulator	MISSING	MISSING			MBB3331852.1	YES	58.1	99.0	91.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94101.1	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	A0A265DZF5	UNKNOWN	Involved in repair of UV radiation-induced DNA damage. Catalyzes the light-dependent monomerization (300-600 nm) of cyclobutyl pyrimidine dimers (in cis-syn configuration), which are formed between adjacent bases on the same DNA strand upon exposure to ultraviolet radiation..	4.1.99.3	MISSING			MBB3331853.1	YES	74.0	99.8	99.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94102.1	Nuclear transport factor 2 family protein	A0A265DZ62	UNKNOWN	Nuclear transport factor 2 family protein	MISSING	MISSING			MBB3331854.1	YES	64.1	96.6	97.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94103_1	EHJ94103.1	Short-chain dehydrogenase	A0A265DYY8	UNKNOWN	Short-chain dehydrogenase	MISSING	MISSING			MBB3331855.1	YES	68.4	95.8	96.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94104.1	FAD-dependent oxidoreductase	A0A265DYT9	UNKNOWN	FAD-dependent oxidoreductase	MISSING	MISSING			MBB3331856.1	YES	73.8	94.5	94.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94105.1	DUF1365 domain-containing protein	A0A265DYU1	UNKNOWN	DUF1365 domain-containing protein	MISSING	MISSING			MBB3331857.1	YES	72.1	99.6	96.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94106.1	Class I SAM-dependent methyltransferase	A0A265DYV4	UNKNOWN	Class I SAM-dependent methyltransferase	MISSING	MISSING			MBB3331858.1	YES	79.7	100.0	100.0			Csal_0460	cyclopropane-fatty-acyl-phospholipid synthase family protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94107.1	DUF2878 domain-containing protein	A0A265DYU4	UNKNOWN	DUF2878 domain-containing protein	MISSING	MISSING			MBB3331859.1	YES	62.0	84.3	89.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94108.1	Phosphodiesterase	A0A265DZ13	UNKNOWN	Phosphodiesterase	MISSING	MISSING			MBB3331860.1	YES	69.1	96.1	97.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94109.1	3-hydroxydecanoyl- dehydratase	UNMAPPED	UNKNOWN	3-hydroxydecanoyl- dehydratase	MISSING	MISSING			MBB3331861.1	YES	91.4	81.3	100.0			Csal_0457	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA	HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94110.1	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I)	A0ABX4GA27	UNKNOWN	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I)	2.3.1.41	MISSING			MBB3331862.1	YES	89.8	99.3	100.0			Csal_0456	beta-ketoacyl-ACP synthase I	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ94111_1	EHJ94111.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	A0ABX4GAV6	UNKNOWN	1-acyl-sn-glycerol-3-phosphate acyltransferase	MISSING	MISSING			MBB3331863.1	YES	75.8	93.3	97.9			Csal_0455	1-acyl-sn-glycerol-3-phosphate acyltransferase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94112.1	hypothetical protein KUC_1070	UNMAPPED	UNKNOWN	hypothetical protein KUC_1070	MISSING	MISSING			MBB3331864.1	YES	72.3	75.4	94.5			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94113.1	Single-stranded DNA-binding protein (SSB)	A0A265DYY1	UNKNOWN	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism..	MISSING	MISSING			MBB3331865.1	YES	68.9	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ94114_1	EHJ94114.1	MFS transporter	A0A265DYT1	UNKNOWN	MFS transporter	MISSING	MISSING			MBB3331866.1	YES	71.9	98.3	98.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94115_1	EHJ94115.1	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	A0ABX4GAT0	UNKNOWN	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate..	MISSING	MISSING			MBB3331867.1	YES	86.5	99.5	95.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94116.1	Crp/Fnr family transcriptional regulator	A0A265DYU5	UNKNOWN	Crp/Fnr family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
